Date,Open,High,Low,Close,Adj Close,Volume
2018-08-23,615.000000,619.950012,608.599976,612.849976,612.849976,1566662
2018-08-24,612.750000,621.650024,602.700012,606.700012,606.700012,1143154
2018-08-27,611.250000,614.000000,606.099976,608.299988,608.299988,771591
2018-08-28,609.950012,617.200012,609.000000,615.200012,615.200012,1218418
2018-08-29,618.950012,627.849976,607.950012,612.650024,612.650024,2301448
2018-08-30,613.000000,620.549988,603.150024,605.250000,605.250000,1318533
2018-08-31,606.650024,630.000000,605.299988,624.000000,624.000000,2741547
2018-09-03,626.799988,630.000000,613.049988,614.849976,614.849976,1945329
2018-09-04,616.900024,619.849976,589.200012,594.349976,594.349976,1141103
2018-09-05,594.650024,632.000000,593.599976,624.049988,624.049988,5274614
2018-09-06,627.000000,667.900024,627.000000,662.950012,662.950012,6862252
2018-09-07,664.000000,675.500000,653.049988,661.349976,661.349976,4512085
2018-09-10,661.000000,672.700012,633.000000,638.400024,638.400024,2674179
2018-09-11,640.900024,659.599976,627.900024,637.000000,637.000000,3785565
2018-09-12,641.599976,644.849976,613.000000,639.849976,639.849976,3187175
2018-09-14,642.000000,664.500000,639.099976,662.950012,662.950012,2661991
2018-09-17,662.950012,668.799988,653.450012,656.700012,656.700012,1681688
2018-09-18,657.000000,685.900024,656.000000,677.099976,677.099976,5929150
2018-09-19,686.000000,695.000000,657.700012,668.000000,668.000000,6309730
2018-09-21,681.000000,691.500000,657.250000,676.900024,676.900024,5936209
2018-09-24,687.000000,696.000000,661.049988,665.450012,665.450012,2982792
2018-09-25,668.000000,708.849976,660.000000,701.549988,701.549988,4436652
2018-09-26,710.000000,718.000000,696.250000,706.599976,706.599976,4501895
2018-09-27,704.500000,711.950012,695.500000,708.400024,708.400024,2646295
2018-09-28,710.000000,714.799988,683.099976,691.349976,691.349976,3334928
2018-10-01,690.000000,692.349976,664.400024,679.000000,679.000000,2205399
2018-10-03,680.000000,690.000000,655.000000,660.900024,660.900024,1778466
2018-10-04,655.500000,655.500000,619.000000,624.650024,624.650024,2301884
2018-10-05,619.000000,637.200012,604.799988,611.950012,611.950012,2745902
2018-10-08,611.000000,612.599976,580.549988,595.200012,595.200012,2310185
2018-10-09,596.049988,608.000000,578.750000,587.150024,587.150024,1876212
2018-10-10,590.099976,618.500000,590.099976,616.400024,616.400024,1987023
2018-10-11,600.000000,625.500000,588.000000,608.750000,608.750000,2940865
2018-10-12,612.500000,620.000000,599.250000,606.400024,606.400024,1811899
2018-10-15,610.000000,633.900024,608.299988,626.299988,626.299988,2512736
2018-10-16,629.000000,634.000000,620.650024,628.900024,628.900024,1251396
2018-10-17,633.049988,645.000000,622.849976,636.549988,636.549988,2730667
2018-10-19,632.950012,665.799988,631.450012,661.049988,661.049988,3966990
2018-10-22,670.000000,683.700012,667.799988,673.900024,673.900024,3785494
2018-10-23,670.000000,671.500000,622.500000,625.700012,625.700012,3005055
2018-10-24,628.000000,647.849976,628.000000,644.950012,644.950012,2313408
2018-10-25,637.500000,650.299988,612.000000,618.299988,618.299988,2631638
2018-10-26,642.000000,644.400024,600.000000,604.049988,604.049988,7768428
2018-10-29,606.299988,624.400024,592.549988,622.299988,622.299988,3317403
2018-10-30,622.000000,644.750000,620.000000,639.700012,639.700012,2908310
2018-10-31,643.950012,662.000000,632.099976,659.000000,659.000000,2577514
2018-11-01,655.049988,666.950012,641.299988,644.799988,644.799988,2304468
2018-11-02,648.799988,652.750000,627.599976,631.000000,631.000000,1970670
2018-11-05,633.000000,641.000000,623.599976,629.549988,629.549988,1251036
2018-11-06,630.000000,637.950012,624.000000,629.349976,629.349976,1595662
2018-11-07,635.150024,636.000000,630.299988,632.700012,632.700012,164605
2018-11-09,640.000000,642.000000,630.049988,640.700012,640.700012,1714577
2018-11-12,648.299988,650.000000,622.950012,626.150024,626.150024,2143170
2018-11-13,624.000000,630.750000,606.599976,617.450012,617.450012,2163419
2018-11-14,619.900024,628.000000,614.099976,624.549988,624.549988,1384967
2018-11-15,625.000000,631.500000,620.599976,626.150024,626.150024,1238760
2018-11-16,630.000000,633.950012,622.500000,624.950012,624.950012,956390
2018-11-19,625.299988,631.700012,619.650024,630.049988,630.049988,914569
2018-11-20,625.000000,637.849976,610.250000,612.500000,612.500000,1958119
2018-11-21,610.000000,631.250000,610.000000,628.799988,628.799988,1939859
2018-11-22,627.000000,632.700012,619.500000,623.000000,623.000000,1427959
2018-11-26,624.000000,625.000000,612.099976,614.750000,614.750000,1210607
2018-11-27,617.000000,621.799988,607.000000,608.700012,608.700012,1494719
2018-11-28,609.450012,609.450012,591.200012,597.700012,597.700012,2083231
2018-11-29,598.000000,610.549988,590.650024,602.400024,602.400024,2575141
2018-11-30,606.000000,626.400024,602.650024,624.349976,624.349976,2588196
2018-12-03,632.000000,632.549988,615.000000,616.200012,616.200012,1993303
2018-12-04,616.900024,630.299988,615.000000,623.599976,623.599976,1637312
2018-12-05,620.900024,630.000000,619.450012,625.450012,625.450012,1649496
2018-12-06,622.000000,624.950012,603.049988,605.150024,605.150024,1237493
2018-12-07,606.150024,624.200012,603.200012,611.349976,611.349976,1985058
2018-12-10,601.099976,618.200012,600.549988,610.599976,610.599976,1958240
2018-12-11,609.500000,634.200012,604.400024,629.650024,629.650024,1864351
2018-12-12,634.900024,645.250000,632.000000,638.750000,638.750000,2271302
2018-12-13,640.000000,645.700012,633.000000,641.349976,641.349976,1485043
2018-12-14,641.000000,658.000000,638.099976,647.950012,647.950012,2497730
2018-12-17,651.000000,654.900024,628.349976,633.799988,633.799988,3964722
2018-12-18,634.000000,641.000000,633.799988,638.849976,638.849976,1018473
2018-12-19,640.700012,646.799988,631.000000,634.500000,634.500000,1839842
2018-12-20,635.000000,650.400024,633.349976,637.599976,637.599976,2417869
2018-12-21,639.000000,643.000000,617.700012,620.900024,620.900024,1450234
2018-12-24,620.900024,622.299988,608.000000,610.750000,610.750000,1363658
2018-12-26,609.799988,617.000000,601.000000,614.700012,614.700012,1266619
2018-12-27,618.900024,621.000000,610.049988,611.450012,611.450012,1515713
2018-12-28,612.750000,623.599976,611.500000,620.799988,620.799988,1388252
2018-12-31,625.000000,631.799988,620.000000,629.049988,629.049988,1385682
2019-01-01,631.450012,632.099976,623.150024,625.799988,625.799988,750924
2019-01-02,624.799988,631.200012,619.000000,622.799988,622.799988,1232572
2019-01-03,622.750000,626.549988,611.000000,612.000000,612.000000,886390
2019-01-04,613.099976,619.849976,607.250000,618.549988,618.549988,1010951
2019-01-07,622.000000,622.500000,616.500000,620.650024,620.650024,535308
2019-01-08,621.049988,634.000000,618.349976,629.150024,629.150024,1470954
2019-01-09,632.700012,636.000000,628.400024,631.849976,631.849976,1452880
2019-01-10,631.000000,632.250000,620.150024,630.450012,630.450012,1476768
2019-01-11,630.849976,643.650024,628.099976,642.500000,642.500000,1775791
2019-01-14,645.000000,647.750000,638.250000,645.500000,645.500000,1857352
2019-01-15,650.099976,651.450012,643.049988,647.700012,647.700012,1217601
2019-01-16,648.900024,655.000000,645.000000,650.700012,650.700012,937081
2019-01-17,652.099976,660.000000,649.400024,657.650024,657.650024,1100775
2019-01-18,660.000000,672.500000,650.000000,652.049988,652.049988,3525582
2019-01-21,654.799988,671.299988,654.299988,663.000000,663.000000,1826408
2019-01-22,664.700012,671.900024,660.099976,668.599976,668.599976,1185290
2019-01-23,673.500000,677.200012,666.049988,670.650024,670.650024,2429064
2019-01-24,673.700012,673.700012,665.250000,670.099976,670.099976,1514939
2019-01-25,681.000000,682.450012,656.299988,664.700012,664.700012,8429182
2019-01-28,665.000000,666.500000,641.049988,649.049988,649.049988,1809772
2019-01-29,648.000000,654.750000,644.000000,648.200012,648.200012,1741264
2019-01-30,650.000000,654.650024,643.549988,646.099976,646.099976,1865144
2019-01-31,650.000000,655.349976,646.000000,648.299988,648.299988,953052
2019-02-01,641.000000,669.500000,641.000000,666.250000,666.250000,1520377
2019-02-04,668.099976,668.099976,650.200012,652.450012,652.450012,931368
2019-02-05,655.500000,659.299988,646.000000,649.299988,649.299988,613550
2019-02-06,650.599976,652.549988,628.099976,634.549988,634.549988,1179571
2019-02-07,634.950012,658.799988,633.150024,655.599976,655.599976,1614530
2019-02-08,656.000000,663.700012,646.200012,654.299988,654.299988,1033097
2019-02-11,654.900024,655.000000,641.150024,644.200012,644.200012,730783
2019-02-12,643.000000,653.400024,636.799988,643.549988,643.549988,1306820
2019-02-14,638.450012,644.400024,634.099976,641.849976,641.849976,947580
2019-02-15,639.900024,642.000000,610.849976,615.250000,615.250000,1454160
2019-02-18,621.900024,625.900024,604.000000,605.849976,605.849976,2041693
2019-02-19,608.400024,620.700012,605.200012,616.150024,616.150024,1394619
2019-02-20,616.799988,621.000000,611.200012,619.400024,619.400024,1046992
2019-02-21,620.200012,624.900024,617.400024,621.650024,621.650024,789303
2019-02-22,622.400024,627.799988,618.599976,621.200012,621.200012,704110
2019-02-25,622.900024,623.349976,615.549988,617.849976,617.849976,497127
2019-02-26,614.700012,621.750000,607.299988,619.599976,619.599976,930824
2019-02-27,623.000000,629.400024,612.500000,616.400024,616.400024,1213213
2019-02-28,620.099976,628.799988,617.750000,621.450012,621.450012,1727329
2019-03-01,624.000000,634.400024,623.000000,632.900024,632.900024,848570
2019-03-05,633.200012,633.250000,623.500000,626.900024,626.900024,1257934
2019-03-06,630.400024,634.400024,624.250000,626.099976,626.099976,1157958
2019-03-07,607.049988,621.349976,607.049988,611.549988,611.549988,4866730
2019-03-08,613.000000,619.500000,611.599976,614.799988,614.799988,1355805
2019-03-11,615.000000,624.150024,614.849976,623.000000,623.000000,802978
2019-03-12,625.000000,641.950012,624.000000,636.349976,636.349976,2108547
2019-03-13,636.950012,636.950012,616.000000,618.549988,618.549988,1130509
2019-03-14,618.000000,624.000000,611.599976,617.500000,617.500000,1043247
2019-03-15,620.099976,628.900024,618.000000,623.000000,623.000000,975101
2019-03-18,625.000000,632.000000,620.200012,628.849976,628.849976,952515
2019-03-19,633.000000,633.250000,623.599976,629.400024,629.400024,824569
2019-03-20,630.900024,637.200012,626.349976,628.150024,628.150024,1469705
2019-03-22,630.000000,630.000000,616.000000,616.950012,616.950012,760804
2019-03-25,614.200012,616.000000,608.200012,610.250000,610.250000,1574371
2019-03-26,614.900024,615.900024,610.400024,611.400024,611.400024,839784
2019-03-27,614.700012,617.500000,600.000000,602.299988,602.299988,1276907
2019-03-28,600.000000,608.750000,592.099976,606.950012,606.950012,2312733
2019-04-01,616.000000,623.000000,612.500000,619.500000,619.500000,1202378
2019-04-02,621.000000,625.500000,612.650024,615.200012,615.200012,736441
2019-04-03,616.049988,618.500000,606.599976,607.900024,607.900024,631713
2019-04-04,607.000000,614.450012,605.450012,612.750000,612.750000,616733
2019-04-05,614.200012,615.750000,610.099976,611.500000,611.500000,622322
2019-04-08,616.400024,616.500000,605.500000,606.700012,606.700012,769326
2019-04-09,607.000000,619.900024,603.549988,618.799988,618.799988,1624259
2019-04-10,619.900024,636.750000,613.799988,627.799988,627.799988,2419841
2019-04-11,628.750000,634.000000,623.599976,629.599976,629.599976,955280
2019-04-12,629.400024,633.549988,624.500000,629.000000,629.000000,673647
2019-04-15,629.049988,630.950012,619.099976,622.349976,622.349976,593607
2019-04-16,624.250000,626.349976,619.799988,622.500000,622.500000,714673
2019-04-18,624.000000,624.900024,612.400024,615.200012,615.200012,804519
2019-04-22,615.500000,615.500000,606.650024,607.750000,607.750000,990844
2019-04-23,618.000000,619.099976,609.599976,613.700012,613.700012,1937158
2019-04-24,617.000000,617.099976,609.500000,613.400024,613.400024,1399422
2019-04-25,621.049988,623.700012,614.500000,620.200012,620.200012,2320661
2019-04-26,628.000000,628.000000,611.099976,620.599976,620.599976,4409774
2019-04-30,619.799988,619.799988,585.400024,593.500000,593.500000,3967777
2019-05-02,593.900024,593.900024,554.000000,557.849976,557.849976,5329159
2019-05-03,558.000000,563.000000,549.200012,551.049988,551.049988,4428154
2019-05-06,548.000000,555.000000,540.150024,543.349976,543.349976,2636216
2019-05-07,548.500000,558.950012,545.250000,550.900024,550.900024,2693457
